insert 9687746 0,15918711859695 240
insert 8084549 0,437536817247764 272
insert 7461869 0,599337366688688 159
insert 526067 0,484067654462563 98
insert 2021612 0,149377091857315 163
insert 5967774 0,108641583988742 83
insert 2481903 0,152964309394809 79
insert 2309850 0,589024852769927 342
insert 1904527 0,974261044512624 295
insert 8742719 0,580598707115556 162
insert 75735 0,460186767606152 23
insert 3391872 0,792033784925953 170
insert 8729058 0,165789314622893 137
insert 5217545 0,982832619446718 63
insert 2229447 0,47202970901133 103
insert 6354882 0,946107702304659 344
insert 5439973 0,108882505031714 349
insert 327942 0,425271755282428 280
insert 3947508 0,710981069463762 335
insert 8853402 0,618002224070021 166
insert 9359349 0,871915056310555 6
insert 9924802 0,04503316201504 8
insert 2079638 0,862974035024165 128
insert 9814912 0,72387160394521 339
insert 8497960 0,726435873530077 61
insert 445122 0,00804023491593089 42
insert 6641931 0,554964437407891 10
insert 8630294 0,330274523855315 169
insert 4809812 0,974779337167171 12
insert 2867148 0,944436404828185 29
insert 5409739 0,98756560542973 197
insert 9177513 0,585819551994009 39
insert 1582090 0,230464549842507 153
insert 2641706 0,427524474648537 29
insert 6003439 0,562506112531995 138
insert 279358 0,18299812645791 251
insert 6079759 0,350238563655987 253
insert 8147255 0,221147117773605 22
insert 4351224 0,0729054916058227 194
insert 5470224 0,511498928773915 25
insert 9889658 0,921248964463011 330
insert 2762905 0,440517351702097 265
insert 3950651 0,932044758895433 50
insert 592141 0,886303233395472 279
insert 6899985 0,400022422615449 45
insert 9450196 0,262685565400257 276
insert 867053 0,453045407521094 285
insert 3360791 0,67873887004272 213
insert 3781118 0,726248372218687 275
insert 4847493 0,482628885881337 184
insert 5692770 0,611186572169506 258
insert 3567427 0,275204813236 182
insert 1645960 0,324053317924986 43
insert 6487049 0,632870702833343 90
insert 5582195 0,548761856532079 167
insert 9253651 0,124726946989413 295
insert 9355978 0,490102755599703 291
insert 7738721 0,460317156491949 21
insert 2784726 0,652886743961315 87
insert 3243397 0,89817871055481 257
insert 9698875 0,910315874922236 161
insert 6277022 0,489937096131005 99
insert 586100 0,333255874613885 44
insert 6211644 0,780423637842957 337
insert 6457796 0,438000398426317 295
insert 5408278 0,777859570355089 46
insert 1302625 0,452746731439953 216
insert 9452937 0,549151479987964 357
insert 7026941 0,795404909549004 54
insert 6605120 0,0782701080098143 224
insert 2637654 0,840256248060733 153
insert 4077197 0,678817391711668 260
insert 8015374 0,930517299068401 21
insert 1888186 0,866755085469575 284
insert 6963070 0,314433371328951 255
insert 8715876 0,128092470638497 8
insert 2382788 0,737644770991823 315
insert 1125330 0,194077278112097 160
insert 1127475 0,024593718361386 130
insert 4568897 0,925008126965262 250
insert 1242472 0,398097964189061 91
insert 5024995 0,357399036808591 338
insert 5127576 0,238059869146934 273
insert 976198 0,739290348598403 305
insert 711522 0,941443841877134 210
insert 8100503 0,248986706719262 84
insert 2828470 0,831106455452324 240
insert 1285526 0,422233283250701 122
insert 7472908 0,151232334855586 232
insert 9804426 0,294972227092354 235
insert 3613904 0,344647751815919 1
insert 3642925 0,0645714234861412 168
insert 5364853 0,193807545673944 344
insert 7695117 0,358830038625202 320
insert 2631337 0,140658939788425 359
insert 276849 0,0413808278000824 90
insert 8594403 0,302697201400389 279
insert 1264462 0,174042730207575 33
insert 272197 0,995694587936483 351
insert 9143604 0,755208644436304 74
insert 2939884 0,532315011849774 339
insert 1049593 0,736229443799811 142
insert 8418330 0,706859679290494 315
insert 1173345 0,273565047082289 19
insert 2776837 0,513335284550365 170
insert 7772798 0,865418906260943 101
insert 3422709 0,719605993348922 39
insert 3935455 0,121002295110841 357
insert 8786166 0,234944146701574 61
insert 9116075 0,337072826147579 24
insert 4927924 0,622124876185378 157
insert 7508676 0,475523308140935 297
insert 9469449 0,158174417986616 145
insert 6037118 0,185851803135989 120
insert 3757610 0,742105808454615 10
insert 7204278 0,848762512136606 237
insert 6216252 0,249939910252551 46
insert 6942903 0,572089514961508 12
insert 963151 0,900442886119915 148
insert 9508126 0,226342671656209 180
insert 2240375 0,930225598593348 133
insert 8079955 0,624542084347709 234
insert 6165802 0,526816141571298 13
insert 6457613 0,83033487798196 254
insert 8771448 0,738559089013636 192
insert 7753303 0,0177845158697034 136
insert 9631428 0,158188811111352 139
insert 5098975 0,289982245904385 31
insert 9386011 0,798502102866071 18
insert 4029962 0,654552437669855 207
insert 4152023 0,996132343074368 335
insert 9031441 0,379674250436795 92
insert 9647342 0,567765435002635 42
insert 3776919 0,103847590789128 115
insert 6228954 0,975863864634123 151
insert 4230311 0,817145490002421 300
insert 5018484 0,320984836351585 317
insert 324162 0,98766974498875 24
insert 1151036 0,714139999223007 230
insert 2826539 0,869394428967216 297
insert 6014048 0,21358400965742 314
insert 4627315 0,230559080015197 300
insert 7754127 0,974000648583286 129
insert 2781279 0,810596063179241 162
insert 2613327 0,585450887952676 19
insert 642352 0,887002106703353 113
insert 6675278 0,515569960472905 353
insert 2165049 0,901147789275808 120
insert 6924220 0,382786079953791 3
insert 8636778 0,788040536357109 239
insert 6153828 0,682080358118788 251
insert 2915237 0,77628717374815 320
insert 4496826 0,160163914859371 268
insert 5854024 0,647618451457293 303
insert 4746455 0,223720475204159 183
insert 4326392 0,771083467533385 144
insert 138126 0,0508683985336071 297
insert 3261249 0,615126053623448 127
insert 8446833 0,384899874397041 112
insert 5386961 0,7703095026176 305
insert 8257399 0,911734856158371 66
insert 6933505 0,662745133816612 46
insert 7516480 0,969809019924053 291
insert 1640776 0,614552597335797 261
insert 5688135 0,0821253862614396 312
insert 1382117 0,741859347904967 243
insert 8231788 0,259782762387666 220
insert 6062437 0,849865245562915 265
insert 8383963 0,28925788043498 24
insert 3445465 0,446840374007281 140
insert 5778273 0,91098656408069 140
insert 8975317 0,759662560541026 264
insert 6571847 0,781295000007979 201
insert 3818730 0,680991214551493 288
insert 5930551 0,849735001032117 157
insert 1002997 0,757311374767363 191
insert 4858729 0,706471597173471 231
insert 6350089 0,715517274437247 183
insert 2360703 0,219496195772428 22
insert 4487879 0,854954228668918 134
insert 615614 0,407101537290542 188
insert 4177764 0,586250278440421 253
insert 3369837 0,671281812093818 116
insert 1320679 0,481027042251559 345
insert 1164519 0,441305760034037 208
insert 8104281 0,0131885982179961 0
insert 3008563 0,738096658018463 191
insert 5339536 0,858673578062408 266
insert 7483467 0,942818454440133 70
insert 8793276 0,661461396916519 194
insert 6740139 0,208396754790282 333
insert 1874880 0,320311667546775 98
insert 2783058 0,175278727978132 94
insert 7327497 0,763315921073461 30
insert 2105378 0,353805045762009 81
insert 6824761 0,518556933625861 98
insert 9317351 0,425642222829928 74
insert 617393 0,147931637776984 42
insert 8415407 0,527607763431784 197
insert 7825998 0,669429641994382 231
insert 5080967 0,457656107590374 3
insert 7822964 0,458053929013225 98
insert 342235 0,928963884678187 43
insert 3049018 0,532122363118512 301
insert 7366455 0,568106568682988 350
insert 4459169 0,323415795491736 181
insert 5149242 0,0658705942639478 152
insert 9212577 0,947592479618076 84
insert 3338587 0,612274618638807 21
insert 8094832 0,3459473402919 285
insert 7254617 0,4957059326096 182
insert 6200528 0,224653024331039 110
insert 762091 0,428241380689778 322
insert 9528142 0,64825260203716 212
insert 1532174 0,626833321818539 321
insert 3683977 0,325093844125557 208
insert 1420768 0,395623804719943 73
insert 435594 0,267675647171063 217
insert 2191703 0,586838968371432 183
insert 7740012 0,448437693737651 304
insert 2121651 0,224740375869321 209
insert 3282901 0,579440152542405 13
insert 3320607 0,116592623347692 123
insert 6691209 0,369707795497825 322
insert 6091174 0,562109954451262 150
insert 8346684 0,768040353324283 115
insert 3422993 0,965461039899597 103
insert 4806400 0,667406366983152 342
insert 5885119 0,681902291105083 82
insert 9022900 0,400882595405394 229
insert 7955961 0,302207906405538 352
insert 499718 0,740649097012658 152
insert 65765 0,824927233543679 17
insert 8571034 0,0363369430584539 75
insert 2363715 0,472955910243539 9
insert 3090175 0,434442011376117 254
insert 1859410 0,384501831319417 294
insert 1893044 0,431701926715533 173
insert 5585985 0,731525122528675 200
insert 6326930 0,739778252197326 323
insert 8083861 0,429770746002798 257
insert 7056394 0,873524737951124 24
insert 9153707 0,559145609177251 295
insert 9941057 0,828091967305211 339
insert 2733659 0,485195885172671 334
insert 786795 0,244268523177257 70
insert 9244075 0,279494383036855 89
insert 5224645 0,716348982749669 5
insert 8190154 0,606291715338031 313
insert 4968270 0,491373270513198 3
insert 8661782 0,373883495747057 30
insert 1498553 0,0487172841321292 218
insert 4927911 0,530732036349705 215
insert 9584161 0,393646825288258 315
insert 8841048 0,191835289444698 200
insert 8756854 0,915938481649355 340
insert 5538525 0,479918982125781 175
insert 3628835 0,708285482464491 165
insert 6500775 0,285921552351639 256
insert 6993292 0,886624047479883 96
insert 1969939 0,418543694735758 24
insert 8123368 0,127927548777278 163
insert 8579641 0,123510680684592 157
insert 3225578 0,585888360899821 256
insert 5950192 0,965991406220007 318
insert 3721638 0,638359757437538 188
insert 4599709 0,943329945645914 248
insert 9239999 0,942974476117163 4
insert 5218673 0,503294665135115 239
insert 6248651 0,499777726130457 274
insert 8931444 0,793461928979243 231
insert 3321981 0,761422210727549 351
insert 8075240 0,0717679523265771 23
insert 1022013 0,0177213568322926 285
insert 5100274 0,231294657211422 321
insert 7737201 0,767864267699357 267
insert 5744363 0,277913704178256 233
insert 1889080 0,239358363784551 339
insert 5768797 0,272993971255139 171
insert 563180 0,290469507822054 224
insert 7886104 0,233099026248371 224
insert 6736828 0,429413465982961 285
insert 694284 0,262821134767877 73
insert 9107444 0,564639813995287 203
insert 4606059 0,35776950761572 333
insert 8979254 0,413972497644821 256
insert 1174236 0,748147262608701 264
insert 9233039 0,0504288007740065 79
insert 1152339 0,704236363854369 199
insert 7008138 0,755318360754903 175
insert 4995339 0,751206013258177 281
insert 4392748 0,313590934180464 282
insert 1686948 0,836344571242269 288
insert 1016041 0,704291614566134 181
insert 5377248 0,663691884215778 256
insert 809699 0,728302117310605 317
insert 176855 0,678954356200506 309
insert 7638893 0,938894383115179 195
insert 8892024 0,865306521237505 65
insert 4018689 0,558448932393663 261
insert 2383228 0,368614610921878 182
insert 7161409 0,411210515262191 292
insert 7852933 0,0213310956122964 15
insert 1409862 0,729230586313284 207
insert 9097986 0,0158194778560751 15
insert 2303872 0,385579056286057 139
insert 5085901 0,0342639470632486 351
insert 6725147 0,683128374015507 27
insert 6294067 0,735644512221052 292
insert 2389761 0,55007237081885 161
insert 6019521 0,766825913808693 100
insert 767040 0,863281322579496 120
insert 9975403 0,821583924731977 90
insert 8998400 0,295676629196702 254
insert 8374102 0,876699254790647 341
insert 2813935 0,854090772035574 332
insert 4984665 0,658815221702128 172
insert 7959333 0,893278800832703 188
insert 7492428 0,565808157700025 246
insert 4311387 0,0867341901579565 243
insert 11221 0,546317161315268 169
insert 5958941 0,539034153120142 346
insert 2997322 0,833094538577411 54
insert 7081786 0,232846905585773 203
insert 1342555 0,608750042323372 265
insert 2689632 0,835104426292286 290
insert 1266402 0,348013218654326 317
insert 8892367 0,740509602120383 320
insert 9685569 0,806018796193422 314
insert 7537106 0,327461233515042 107
insert 6501907 0,566401589459927 264
insert 5769153 0,898717918851747 269
insert 2357122 0,241516122241279 121
insert 9873190 0,98166125965382 7
insert 7705367 0,790287952772476 153
insert 9157323 0,661677761311493 102
insert 7855976 0,480279630739372 263
insert 8790571 0,304498534791404 265
insert 7940122 0,111885445710218 290
insert 5800015 0,627337212500785 263
insert 888575 0,546021634035754 182
insert 8550649 0,0579878776604253 239
insert 8291453 0,557340181692196 255
insert 9892278 0,0332509279405935 213
insert 4687640 0,139321137284544 131
insert 8605575 0,118699974901369 342
insert 4652888 0,0528246145941432 51
insert 5890183 0,968112986054324 304
insert 5667694 0,771133649056374 94
insert 9961287 0,782903103056784 283
insert 9435519 0,655710721228137 221
insert 6046497 0,89846153785403 156
insert 5153629 0,915471759585418 263
insert 7595229 0,0865869364173091 37
insert 5744966 0,796369817478754 160
insert 1371154 0,410293100127155 59
insert 3723690 0,933454756128348 357
insert 8555859 0,114712742676359 206
insert 5886743 0,499839205061942 208
insert 6584517 0,288295556925375 103
insert 4045422 0,833016633909669 278
insert 9231996 0,0456759412985649 135
insert 9794093 0,864114272810572 86
insert 9307123 0,34519457833152 73
insert 2179215 0,705765833009857 347
insert 400034 0,0145217194289536 61
insert 4001528 0,429654006115 129
insert 967256 0,623759750567265 305
insert 7936470 0,0879659988395711 194
insert 396663 0,015975422698993 143
insert 8577309 0,856911226109095 225
insert 4454458 0,354980738533186 91
insert 3299005 0,651296984707609 270
insert 694884 0,15770603304622 196
insert 9243177 0,441656679120686 211
insert 7899572 0,63766433561112 147
insert 6082749 0,548670866782158 174
insert 4061654 0,258298802309809 309
insert 9260136 0,30781660429566 75
insert 9249887 0,129552647997417 344
insert 8365422 0,93974308247666 305
insert 8422372 0,0729813557458023 175
insert 5760520 0,772475727727858 126
insert 7126673 0,710102954278748 130
insert 4210492 0,330664403890569 97
insert 8146617 0,172407859085318 65
insert 2611881 0,00368974683978117 162
insert 1320510 0,431391392104044 168
insert 9133048 0,451565498230777 215
insert 7685346 0,519432166833166 16
insert 443134 0,404911769276909 187
insert 7929839 0,232946267925643 78
insert 6980399 0,0820805314379188 132
insert 999768 0,21390524283699 311
insert 581618 0,895607544060614 301
insert 1220927 0,98511618701048 333
insert 5866935 0,111351958062198 48
insert 271538 0,663800562575367 45
insert 5074082 0,704491159275403 183
insert 3808342 0,928932419479327 223
insert 8896709 0,80751736080624 91
insert 3036209 0,668353956503958 109
insert 8414803 0,628065358674184 35
insert 539850 0,11662174440763 32
insert 8134277 0,161211343557207 284
insert 5851130 0,0738892536954439 192
insert 6287366 0,791212096247455 167
insert 6709780 0,181841074108072 146
insert 9117553 0,0171596072694099 266
insert 3958814 0,285575654490653 190
insert 7096112 0,31720568301026 55
insert 7472594 0,210305897151262 146
insert 6121450 0,754540854950687 81
insert 5333767 0,280612352900492 128
insert 8299162 0,532708555242377 358
insert 450814 0,213726063824131 180
insert 3360783 0,922295223885353 227
insert 9725678 0,752097650781319 49
insert 1549665 0,218692903043094 225
insert 8449633 0,391865571211961 234
insert 5640799 0,445598962458595 123
insert 5692630 0,344373762302275 287
insert 9371792 0,0661682822118366 342
insert 3833966 0,97296800835662 114
insert 3085302 0,0953599159118533 183
insert 1093984 0,841061762925732 233
insert 4133499 0,86667397146424 289
insert 2385219 0,0598030383977122 130
insert 8978532 0,737043417867759 203
insert 154277 0,592292919565129 356
insert 7807115 0,767181694864846 130
insert 5760592 0,969296749201276 300
insert 145611 0,260653235139629 67
insert 1953141 0,107902201874136 53
insert 5516837 0,952681775182803 341
insert 3112535 0,66403758184241 236
insert 6271205 0,0455680634107292 135
insert 9765437 0,431613357007323 189
insert 8477608 0,325557990616913 138
insert 9792092 0,671409824244403 218
insert 2343080 0,921751426962089 170
insert 9592924 0,60268502663946 74
insert 9566731 0,732471022164668 45
insert 6755863 0,0948373587312351 208
insert 4607977 0,218035842859203 273
insert 6558757 0,686838215071167 38
insert 4139532 0,586599696235079 26
insert 9083702 0,38830720884181 196
insert 6139818 0,804167827500109 120
insert 8374836 0,728298432532837 231
insert 4492174 0,0353518505745343 212
insert 5810044 0,961006123088769 67
insert 6736824 0,592391320314441 125
insert 7435409 0,354580391829172 335
insert 5306745 0,951534226979843 342
insert 7972226 0,515746041906879 76
insert 7664198 0,191885043956286 229
insert 2786746 0,565256058501665 30
insert 5343245 0,325937731808954 192
insert 9271505 0,345310598306968 287
insert 8702179 0,119189431015025 1
insert 4823244 0,226368886524052 21
insert 9911651 0,879793277420007 92
insert 5726209 0,982193342867397 34
insert 7571245 0,670412313039607 83
insert 1414392 0,377695729200587 157
insert 5959941 0,816759241659548 103
insert 1219908 0,0710638538333885 193
insert 50189 0,17054280553504 169
insert 5044332 0,0466799400964193 228
insert 6527065 0,746531912473278 88
insert 5514795 0,873322926402708 84
insert 9273939 0,0483501600326738 261
insert 8912451 0,806057495440383 228
insert 9565477 0,193798835479561 75
insert 5442728 0,521550146174408 322
insert 8527908 0,39288523206156 341
insert 966712 0,331156355017403 190
insert 5100954 0,74822715192485 17
insert 4677592 0,477305425087598 20
insert 5893897 0,486731834004974 299
insert 6219613 0,919914437886288 84
insert 8473661 0,205644965267575 286
insert 9966283 0,214045306301697 118
insert 7116076 0,704748954952112 3
insert 6524690 0,165443029331715 315
insert 3267216 0,460746102249597 233
insert 5752520 0,651642459282485 235
insert 6868263 0,556035320533456 149
insert 7185293 0,041384135857869 45
insert 1872653 0,45963476899063 205
insert 6693392 0,301855480438962 114
insert 8028394 0,334586465887067 98
insert 9740302 0,696906708039766 113
insert 977543 0,856162480011658 64
insert 6188964 0,385063594852138 225
insert 5178496 0,857626392439765 209
insert 1708605 0,141037513567618 5
insert 4068334 0,0141376694730193 300
insert 1793186 0,935134939819172 130
insert 8202858 0,128836807389202 59
insert 6719936 0,809362959959248 271
insert 7583008 0,0422683819393946 145
insert 6913760 0,849629593943073 299
insert 6033806 0,352691416792894 274
insert 3330874 0,477497687785652 286
insert 4749547 0,0679299552309932 61
insert 7889681 0,200679754931796 66
insert 5423116 0,0164048248047032 114
insert 5544854 0,262505837838401 103
insert 4842362 0,623520797874555 143
insert 9100052 0,153744397756525 204
insert 1516443 0,425760746666119 16
insert 4244293 0,860595599217618 123
insert 2235139 0,826473525644501 2
insert 7519275 0,567479938067254 283
insert 2527199 0,0737459431745792 193
insert 396093 0,704363847013732 312
insert 1929073 0,0313177155476612 334
insert 9805030 0,129681960274317 285
insert 4358132 0,203815422115762 280
insert 1151756 0,207139798070835 81
insert 4314050 0,693375340520113 71
insert 1957694 0,181443126956673 18
insert 7486804 0,0505253938262003 74
insert 8281765 0,565454231838442 134
insert 1757609 0,790384092736237 161
insert 5302511 0,301765483478906 67
insert 7510778 0,444626891261259 330
insert 5322465 0,717097888568928 44
insert 6399128 0,171141265505525 106
insert 2538413 0,988616106560741 236
insert 5630326 0,108338262004935 222
insert 7818880 0,320522521771734 314
insert 5893990 0,0569504350689009 321
insert 4849030 0,290928936233245 235
insert 6598706 0,36473087890294 167
insert 5539508 0,80474214107019 122
insert 3440332 0,905562123239768 324
insert 5910026 0,36409783426863 274
insert 3069518 0,899158495897035 351
insert 765203 0,55585664536611 3
insert 7556581 0,494839074320551 22
insert 5505541 0,265143843956824 164
insert 7548725 0,393872942493238 169
insert 5748202 0,940852080909932 88
insert 2964570 0,266174788710743 55
insert 2653184 0,872375912904914 126
insert 6565631 0,0859620250230478 131
insert 9567809 0,909808136480771 29
insert 7547302 0,972030019374578 267
insert 8568208 0,474936157220479 151
insert 8978271 0,51287874091085 180
insert 8820009 0,729244885840102 286
insert 5919291 0,109316449663284 35
insert 87475 0,79907832145648 147
insert 8694362 0,769212959226786 347
insert 6572348 0,294545570991256 35
insert 6088149 0,0416333475344038 9
insert 6239104 0,419957138327862 169
insert 6439027 0,798877235874011 210
insert 9788553 0,795823940446518 105
insert 7128755 0,898051680949541 330
insert 484975 0,676993143594355 154
insert 7437212 0,414456123679157 193
insert 3576080 0,673389331751219 274
insert 2527799 0,64781568462393 103
insert 9555299 0,0873446222801435 50
insert 1183439 0,0974953482381512 243
insert 6463173 0,248005868982526 155
insert 3945814 0,273916703310756 33
insert 311991 0,238098217750945 334
insert 2110589 0,613073861977586 112
insert 8064732 0,295871971778512 324
insert 4919324 0,820938751483773 33
insert 5367367 0,913513631519635 316
insert 5609931 0,251206858666244 132
insert 2637231 0,371130467565325 277
insert 1830109 0,68837281115743 256
insert 4444357 0,86051136295335 251
insert 6156293 0,0665581599187842 234
insert 4856339 0,653916102207227 145
insert 3350517 0,712522089347486 63
insert 6065622 0,146549169042403 21
insert 4495669 0,446306764356003 126
insert 3858570 0,46359751255419 95
insert 483753 0,581607238660384 66
insert 7973950 0,0853242394911704 358
insert 650587 0,130858323132088 325
insert 3207801 0,848188252583234 197
insert 2188350 0,766623163487121 270
insert 6151639 0,190843834164945 82
insert 2509808 0,00629843771750966 60
insert 6891433 0,201684964914659 72
insert 7037315 0,954430889782696 37
insert 3079285 0,814156165725624 332
insert 4201977 0,797153853716866 80
insert 4451267 0,396060398964239 100
insert 5143468 0,8182343751277 353
insert 6532468 0,420575181683793 188
insert 5002902 0,0142715885370372 311
insert 6266324 0,387727216532327 136
insert 3077529 0,834403037016468 91
insert 1226299 0,134876234519703 164
insert 993832 0,359231986272722 136
insert 9829901 0,093663459687337 47
insert 8921413 0,757130247893338 114
insert 9779625 0,900582408020544 18
insert 3249501 0,773708293574726 133
insert 4736583 0,100817041518547 134
insert 2480798 0,597734026889193 210
insert 6439648 0,188853170810665 67
insert 3366577 0,0770990420491896 204
insert 7247316 0,000175575260154705 352
insert 6693607 0,297567839872822 238
insert 7674762 0,345743521277673 13
insert 8989818 0,531356700943483 260
insert 8503405 0,761105480958291 238
insert 2063556 0,522327672002058 40
insert 8132994 0,301682391344422 221
insert 93632 0,834094596018127 264
insert 8828534 0,874550009553577 193
insert 8715758 0,455418351318416 61
insert 1925088 0,646332469138472 5
insert 5641896 0,167409636623883 272
insert 3369490 0,308601759517846 217
insert 3887567 0,557473884223715 154
insert 3337343 0,574676524184028 205
insert 6480385 0,397739320712974 301
insert 9222783 0,437609248532732 239
insert 737241 0,523358267510011 279
insert 9526847 0,715368443036158 59
insert 2461671 0,786507301864451 152
insert 1251354 0,895900404963596 320
insert 8664495 0,70647295317914 318
insert 7080064 0,286150894261036 213
insert 9064902 0,869406592971369 76
insert 5106746 0,42454265822868 267
insert 1860541 0,675628889201036 93
insert 1641256 0,234814927556931 171
insert 7005136 0,949297496559703 6
insert 5038533 0,118784701506973 44
insert 2411477 0,611504926165335 162
insert 5908736 0,0907818954860707 187
insert 1799967 0,263621368102553 238
insert 5376396 0,467284754601905 312
insert 6844361 0,940032045794666 40
insert 2429327 0,0157880610859897 204
insert 4527995 0,563049583492358 35
insert 312081 0,766630599632222 14
insert 9066629 0,0820414782883793 198
insert 9462071 0,424621749867043 340
insert 8725160 0,362596280576008 211
insert 7620500 0,466858730868836 242
insert 1416546 0,315616567766115 280
insert 6916314 0,330677874540294 57
insert 826350 0,648414548322751 75
insert 3912145 0,479689546152805 106
insert 3652222 0,457580960103116 336
insert 4496064 0,051053730329058 200
insert 241585 0,209939623349318 304
insert 4123016 0,684210785983228 3
insert 9704020 0,233789596349834 302
insert 7149705 0,665123535164224 37
insert 2805153 0,922386078593501 170
insert 4369424 0,101278050849809 252
insert 7895779 0,761168131493576 83
insert 9378943 0,948573115723474 42
insert 8313954 0,515448406578716 216
insert 2569094 0,580984879089978 348
insert 130934 0,42290961994925 112
insert 319531 0,737891437829422 92
insert 8297716 0,729353010994081 227
insert 7698842 0,721229371484941 34
insert 3219216 0,367664457004361 353
insert 1036556 0,110699181496491 200
insert 8216095 0,928279804032426 128
insert 2333379 0,660028489148258 104
insert 3233634 0,0862642731919253 94
insert 7266582 0,580906220516612 60
insert 4063884 0,713492590800623 235
insert 8719588 0,701877097926045 87
insert 7931459 0,248562185675168 66
insert 2162542 0,607170816793652 133
insert 687657 0,0196936777884577 14
insert 1354834 0,615972647264587 209
insert 1349250 0,727739758662758 145
insert 450484 0,435299925708817 234
insert 6107378 0,779755530776342 274
insert 216569 0,708589724595002 234
insert 9955525 0,103113366338943 53
insert 4626434 0,36349579522549 2
insert 4440835 0,449962843419035 239
insert 7410770 0,310509736794284 310
insert 3728088 0,605355359430125 115
insert 9843778 0,164572230616851 230
insert 2499468 0,187879978300948 169
insert 6804578 0,591733237072701 307
insert 7640131 0,361340020485846 100
insert 996 0,26122094796096 331
insert 4793327 0,771488972367481 194
insert 5328674 0,220701607512637 181
insert 2234782 0,606122309158613 236
insert 322019 0,691399869830999 59
insert 9151212 0,393847940207388 150
insert 5426122 0,672239637781046 298
insert 3315960 0,626360011113044 221
insert 1225463 0,77171011258462 187
insert 1813355 0,315094750986944 184
insert 2952803 0,698630248056087 0
insert 7295441 0,443983918728299 67
insert 7436657 0,261744313529574 194
insert 3221645 0,839941350668641 138
insert 8170515 0,760899620019318 201
insert 9841369 0,217744859502532 178
insert 3042818 0,765336549265933 71
insert 4359364 0,221400925061387 248
insert 4482480 0,668503554383527 228
insert 3069382 0,356786464972788 359
insert 192627 0,351531937416425 326
insert 9926773 0,928197920754644 326
insert 6540421 0,302657863731802 89
insert 9772679 0,171455507712185 47
insert 8782092 0,220447694519743 299
insert 4452908 0,514544551034712 311
insert 567333 0,138409390644361 199
insert 242296 0,877053716628372 197
insert 3134948 0,859343888638236 171
insert 3130553 0,2812960167794 279
insert 5538809 0,436727524938401 325
insert 5392419 0,302901819955046 175
insert 4790468 0,824374215595598 299
insert 6509578 0,330094820973508 329
insert 2490641 0,32701391369431 213
insert 657816 0,557727182543709 0
insert 8568020 0,0029572844519081 55
insert 7694005 0,250204888288958 78
insert 4458136 0,995033076962006 170
insert 3558486 0,679182488787539 24
insert 4302627 0,340986715788481 7
insert 4719355 0,423386949777318 264
insert 2271457 0,338967352797728 330
insert 3438888 0,96624391896941 248
insert 327586 0,405775518345542 290
insert 6388782 0,775165480456858 198
insert 9558771 0,24771316221343 108
insert 4762760 0,456253296442448 100
insert 6215213 0,784480412855968 67
insert 6865807 0,0934282979431694 110
insert 139311 0,123198240587114 52
insert 7638476 0,220695122247886 356
insert 8937251 0,77712857060932 325
insert 8591530 0,838635892066469 78
insert 834073 0,512913221732207 13
insert 4637886 0,73664185392514 303
insert 4100625 0,806935349389415 79
insert 9244384 0,399971494637416 155
insert 7672373 0,953986645654769 318
insert 7430231 0,850414225761972 230
insert 5482053 0,54056500389267 88
insert 6096771 0,329957681396025 303
insert 5449786 0,268911024680785 66
insert 8192064 0,745153108493031 359
insert 6464128 0,0967241013873015 147
insert 828568 0,392868736476111 339
insert 2416253 0,157732693086254 17
insert 3420932 0,276518269570786 103
insert 880011 0,0894927746101715 260
insert 7137224 0,996610341126383 96
insert 1043746 0,150702034193418 333
insert 2647204 0,31094771265562 107
insert 9732207 0,47373022440529 65
insert 1936676 0,918810059278649 168
insert 6593489 0,590856040171746 22
insert 2218306 0,278025578836922 109
insert 223920 0,684380449673338 202
insert 9413933 0,501397747779916 249
insert 5910679 0,206112079418317 95
insert 9590461 0,521675985083764 86
insert 1198189 0,831256208397102 98
insert 9183719 0,714831778646834 214
insert 713225 0,381692412021427 282
insert 1110063 0,109636101457121 330
insert 7603845 0,0479576797447902 86
insert 5801077 0,682744292860266 246
insert 2247107 0,866170459830282 292
insert 4199793 0,691330343806804 112
insert 7055905 0,1629813412032 233
insert 2340328 0,673652449005122 37
insert 340241 0,0141746685906195 342
insert 9424906 0,0738487546676066 31
insert 1954301 0,74097705434122 315
insert 4673311 0,150508121657422 322
insert 5174710 0,911385674453986 206
insert 6419793 0,181008810261734 163
insert 4537588 0,0109602483040468 188
insert 5783845 0,734335398643434 235
insert 4289977 0,699839579733014 50
insert 9600707 0,212781352090082 198
insert 9451467 0,837289752828558 254
insert 6809407 0,0769822281212463 34
insert 9670842 0,81789390082373 350
insert 1513687 0,384677583996522 339
insert 8096379 0,757379541060598 257
insert 9151340 0,902508348181149 280
insert 7374855 0,0636111703066207 353
insert 1958642 0,780273913303518 238
insert 5814678 0,455639648929071 100
insert 2965487 0,513492922537724 134
insert 9476279 0,235359353588596 190
insert 3241738 0,522184378710661 112
insert 1882932 0,836530249024057 300
insert 4792829 0,674895124358542 130
insert 4793311 0,302390115942056 225
insert 5816005 0,768746537048717 351
insert 9398431 0,513863682054851 287
insert 3599811 0,222585248864528 53
insert 5698779 0,749282569507734 20
insert 453477 0,0994729088151236 223
insert 8156221 0,670535558681253 109
insert 6000997 0,203740796634807 53
insert 4135715 0,485464143792849 84
insert 4024439 0,726840825158563 23
insert 9455412 0,258202627887112 139
